lp;data;city;shop;category;product;price;quantity
7562;2017-01-01;London;Haddow Camping Supplies;school equipment;chalk;5.0;198
7563;2016-10-18;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;90
7564;2015-10-04;Rome;Khan Cabs;furniture;desk;149.99;1
7565;2016-08-12;Berlin;Pringle Cycles;furniture;swivel chair;69.0;13
7566;2016-12-01;Krakow;Grady Recycling;furniture;swivel chair;69.0;20
7567;2015-12-28;Cracow;Valley Coaches;school equipment;blackboard;590.0;2
7568;2017-05-03;Paris;Summit Cash & Carry;furniture;desk;149.99;1
7569;2017-01-08;Krakow;Grady Recycling;school equipment;sponge;4.0;130
7570;2016-10-07;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;53
7571;2014-10-26;London;Newbold Accountancy Services;furniture;swivel chair;69.0;4
7572;2015-06-25;Berlin;On Top Workshops;school equipment;sponge;4.0;39
7573;2017-02-12;Paris;Holt Packaging;school equipment;chalk;5.0;389
7574;2015-11-25;Barcelona;Rathbone Double Glazing;school and office equipment;pen;0.99;170
7575;2014-12-07;Rome;Pearce Printing;furniture;desk;149.99;4
7576;2016-07-27;Krakow;Grady Recycling;school equipment;chalk;5.0;244
7577;2017-03-10;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;77
7578;2016-12-16;Paris;Holt Packaging;school equipment;blackboard;590.0;1
7579;2017-02-22;Warszawa;North Point Services;school equipment;blackboard;590.0;4
7580;2016-11-12;Paris;Holt Packaging;school equipment;blackboard;590.0;5
7581;2014-12-16;Cracow;Grange Locksmiths;furniture;desk;149.99;7
7582;2016-10-17;Barcelona;On Time Kitchens;school equipment;sponge;4.0;89
7583;2015-09-19;London;Newbold Accountancy Services;furniture;desk;149.99;2
7584;2014-10-10;Cracow;Richards Textiles;school equipment;blackboard;590.0;3
7585;2015-02-05;Barcelona;Super Memorabilia;furniture;desk;149.99;16
7586;2016-11-12;Barcelona;On Time Kitchens;school and office equipment;punch;7.5;102
7587;2017-04-15;Rome;Pearce Printing;school and office equipment;pen;1.49;52
7588;2015-12-15;Rome;Khan Cabs;furniture;desk;149.99;2
7589;2016-03-20;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;252
7590;2016-11-12;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;36
7591;2015-01-15;Warszawa;North Point Services;school and office equipment;pen;1.49;380
7592;2015-08-03;Warszawa;North Point Services;school equipment;chalk;5.0;63
7593;2015-07-24;Krakow;Grady Recycling;furniture;swivel chair;69.0;31
7594;2015-07-30;London;Haddow Camping Supplies;furniture;desk;149.99;10
7595;2016-08-29;Berlin;Pringle Cycles;furniture;desk;149.99;2
7596;2014-12-17;Berlin;Pringle Cycles;school equipment;blackboard;590.0;2
7597;2015-03-29;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;256
7598;2016-03-09;London;Haddow Camping Supplies;school equipment;blackboard;590.0;3
7599;2015-12-28;Warszawa;Salisbury Promotions;school and office equipment;pen;0.99;37
7600;2015-08-26;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;202
7601;2017-05-06;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;230
7602;2016-07-24;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;271
7603;2015-04-12;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;197
7604;2015-02-21;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;5
7605;2015-02-27;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;1
7606;2016-04-10;Barcelona;Super Memorabilia;school equipment;blackboard;590.0;4
7607;2016-04-07;Krakow;Grady Recycling;school equipment;blackboard;590.0;4
7608;2015-01-31;Paris;Summit Cash & Carry;furniture;desk;149.99;3
7609;2016-11-30;Krakow;Noakes Paper Products;furniture;desk;149.99;11
7610;2016-07-26;Berlin;Billingham Workshops;school and office equipment;punch;7.5;29
7611;2016-11-28;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;27
7612;2015-12-30;Paris;Wright Sporting Goods;furniture;desk;149.99;18
7613;2015-07-05;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;207
7614;2016-06-30;London;Newbold Accountancy Services;school equipment;blackboard;590.0;2
7615;2016-03-28;Rome;Khan Cabs;school equipment;sponge;4.0;32
7616;2016-02-13;Krakow;Noakes Paper Products;school equipment;sponge;4.0;362
7617;2017-03-28;Rome;Pearce Printing;school and office equipment;punch;7.5;5
7618;2016-12-24;London;Haddow Camping Supplies;school and office equipment;pen;1.49;210
7619;2016-08-28;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;208
7620;2016-12-03;Warszawa;North Point Services;school and office equipment;pen;1.49;341
7621;2016-11-20;Rome;Khan Cabs;furniture;desk;149.99;1
7622;2015-02-26;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;230
7623;2015-12-04;London;Newbold Accountancy Services;school and office equipment;pen;0.99;189
7624;2015-05-09;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;265
7625;2015-08-11;London;Haddow Camping Supplies;school equipment;chalk;5.0;86
7626;2014-11-15;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;220
7627;2014-10-14;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;32
7628;2015-11-03;Berlin;On Top Workshops;school and office equipment;pen;0.99;36
7629;2016-11-15;Berlin;Pringle Cycles;furniture;desk;149.99;8
7630;2016-10-30;Paris;Holt Packaging;furniture;desk;149.99;19
7631;2015-10-02;Krakow;Jeffries Logistics;school and office equipment;pen;0.99;282
7632;2014-10-11;Berlin;Billingham Workshops;furniture;swivel chair;69.0;15
7633;2016-04-03;London;Newbold Accountancy Services;school equipment;chalk;5.0;8
7634;2014-10-22;Berlin;On Top Workshops;school equipment;blackboard;590.0;1
7635;2016-07-30;Berlin;Pringle Cycles;school and office equipment;pen;1.49;113
7636;2015-07-15;Cracow;Grange Locksmiths;school and office equipment;pen;0.99;202
7637;2014-12-20;London;Newbold Accountancy Services;school and office equipment;pen;0.99;133
7638;2016-01-18;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;147
7639;2016-11-07;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;3
7640;2016-11-12;London;Newbold Accountancy Services;school and office equipment;punch;7.5;4
7641;2016-10-27;Krakow;Jeffries Logistics;school equipment;chalk;5.0;93
7642;2016-01-01;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;141
7643;2015-04-14;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;110
7644;2015-12-25;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;13
7645;2016-09-14;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;227
7646;2015-06-23;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;254
7647;2014-11-21;Berlin;On Top Workshops;school and office equipment;pen;0.99;119
7648;2015-02-10;Krakow;Jeffries Logistics;furniture;desk;149.99;7
7649;2016-09-30;Rome;Pearce Printing;school equipment;blackboard;590.0;1
7650;2016-05-07;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;84
7651;2015-11-01;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;50
7652;2015-07-11;Cracow;Sterling Cameras;furniture;swivel chair;69.0;19
7653;2016-05-05;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;4
7654;2017-04-01;London;Ashton Electronics;school and office equipment;pen;1.49;198
7655;2016-03-30;Warszawa;North Point Services;school and office equipment;plasticine;2.99;502
7656;2017-03-21;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;417
7657;2016-10-16;Paris;Wright Sporting Goods;school equipment;sponge;4.0;364
7658;2016-03-31;Berlin;On Top Workshops;furniture;desk;149.99;3
7659;2015-04-04;Barcelona;Super Memorabilia;school equipment;sponge;4.0;132
7660;2017-04-22;Krakow;Jeffries Logistics;school equipment;chalk;5.0;47
7661;2016-02-28;Rome;Khan Cabs;furniture;desk;149.99;2
7662;2015-02-24;Berlin;On Top Workshops;school and office equipment;punch;7.5;73
7663;2014-12-24;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;128
7664;2016-10-14;Warszawa;North Point Services;furniture;swivel chair;69.0;17
7665;2015-06-26;Cracow;Sterling Cameras;furniture;swivel chair;69.0;1
7666;2014-11-04;Krakow;Noakes Paper Products;school and office equipment;plasticine;2.99;352
7667;2015-09-27;London;Newbold Accountancy Services;school and office equipment;plasticine;2.99;108
7668;2017-01-28;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;1
7669;2017-02-27;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;3
7670;2015-09-07;Berlin;Quality Boiler Repairs;furniture;desk;149.99;3
7671;2017-04-01;Berlin;Billingham Workshops;school equipment;chalk;5.0;89
7672;2016-12-09;Paris;Holt Packaging;school and office equipment;plasticine;2.99;404
7673;2016-10-26;London;Ashton Electronics;school equipment;sponge;4.0;68
7674;2015-03-03;Krakow;Grady Recycling;school equipment;blackboard;590.0;4
7675;2016-03-29;London;Newbold Accountancy Services;school and office equipment;pen;1.49;10
7676;2016-03-01;Rome;Pearce Printing;school equipment;blackboard;590.0;1
7677;2015-04-08;Cracow;Sterling Cameras;furniture;desk;149.99;9
7678;2015-12-30;London;Newbold Accountancy Services;furniture;swivel chair;69.0;5
7679;2016-05-02;Rome;Pearce Printing;furniture;swivel chair;69.0;8
7680;2015-09-04;Krakow;Grady Recycling;school equipment;sponge;4.0;78
7681;2015-03-17;Rome;Khan Cabs;school and office equipment;punch;7.5;14
7682;2015-08-15;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;138
7683;2016-04-07;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;137
7684;2015-08-06;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;1
7685;2016-03-13;Berlin;On Top Workshops;school equipment;chalk;5.0;38
7686;2016-08-26;Warszawa;North Point Services;school and office equipment;punch;7.5;89
7687;2015-04-09;Berlin;Billingham Workshops;school and office equipment;punch;7.5;9
7688;2015-02-28;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;156
7689;2015-06-19;Berlin;On Top Workshops;furniture;swivel chair;69.0;8
7690;2015-01-04;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;301
7691;2014-10-26;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
7692;2016-09-29;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;329
7693;2016-04-21;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;27
7694;2015-01-11;Cracow;Valley Coaches;school and office equipment;plasticine;2.99;226
7695;2016-10-01;Krakow;Noakes Paper Products;school equipment;sponge;4.0;178
7696;2016-10-04;Warszawa;North Point Services;furniture;desk;149.99;3
7697;2016-06-06;Cracow;Sterling Cameras;school equipment;chalk;5.0;124
7698;2015-12-15;Warszawa;North Point Services;school and office equipment;pen;0.99;211
7699;2016-01-03;London;Ashton Electronics;school equipment;sponge;4.0;214
7700;2015-02-18;Krakow;Grady Recycling;furniture;swivel chair;69.0;21
7701;2016-02-21;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;242
7702;2015-02-27;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;77
7703;2015-10-19;Krakow;Grady Recycling;school and office equipment;punch;7.5;190
7704;2017-02-18;Cracow;Sterling Cameras;school equipment;sponge;4.0;194
7705;2014-12-06;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;4
7706;2016-10-21;Barcelona;Rathbone Double Glazing;school equipment;sponge;4.0;271
7707;2016-01-05;London;Newbold Accountancy Services;furniture;swivel chair;69.0;10
7708;2015-09-01;Paris;Wright Sporting Goods;school equipment;chalk;5.0;190
7709;2015-08-30;Paris;Holt Packaging;furniture;swivel chair;69.0;38
7710;2016-02-16;Rome;Pearce Printing;school and office equipment;punch;7.5;44
7711;2016-01-25;London;Ashton Electronics;school and office equipment;plasticine;2.99;166
7712;2016-03-26;London;Ashton Electronics;school and office equipment;pen;1.49;192
7713;2017-02-28;London;Newbold Accountancy Services;school equipment;sponge;4.0;140
7714;2016-01-19;Krakow;Grady Recycling;furniture;desk;149.99;8
7715;2015-03-16;Berlin;Billingham Workshops;school equipment;chalk;5.0;133
7716;2015-12-11;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;1
7717;2015-10-23;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;242
7718;2015-03-31;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;64
7719;2015-04-05;Barcelona;Super Memorabilia;school and office equipment;punch;7.5;103
7720;2014-11-14;Berlin;Quality Boiler Repairs;school and office equipment;plasticine;2.99;72
7721;2016-05-15;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;72
7722;2015-05-23;Cracow;Grange Locksmiths;school equipment;blackboard;590.0;2
7723;2017-02-02;Rome;Khan Cabs;school equipment;sponge;4.0;34
7724;2015-08-10;Warszawa;North Point Services;school and office equipment;plasticine;2.99;556
7725;2016-01-10;Berlin;Quality Boiler Repairs;furniture;desk;149.99;8
7726;2016-01-31;Paris;Holt Packaging;school and office equipment;punch;7.5;151
7727;2017-03-14;London;Haddow Camping Supplies;school and office equipment;pen;0.99;117
7728;2015-10-09;Cracow;Valley Coaches;school and office equipment;punch;7.5;93
7729;2015-06-15;Cracow;Valley Coaches;school and office equipment;pen;1.49;116
7730;2015-12-04;Barcelona;Super Memorabilia;school equipment;sponge;4.0;187
7731;2015-12-21;Cracow;Richards Textiles;school and office equipment;punch;7.5;17
7732;2015-10-02;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;1
7733;2015-04-12;London;Haddow Camping Supplies;furniture;swivel chair;69.0;13
7734;2016-06-09;Berlin;Pringle Cycles;furniture;swivel chair;69.0;12
7735;2015-06-01;Krakow;Noakes Paper Products;school equipment;sponge;4.0;339
7736;2016-12-20;Cracow;Sterling Cameras;furniture;swivel chair;69.0;4
7737;2016-11-27;Cracow;Valley Coaches;school and office equipment;plasticine;2.99;277
7738;2016-02-08;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;119
7739;2017-03-28;Cracow;Valley Coaches;furniture;swivel chair;69.0;9
7740;2015-06-07;Berlin;Pringle Cycles;school equipment;blackboard;590.0;2
7741;2015-02-21;Cracow;Sterling Cameras;furniture;desk;149.99;11
7742;2015-01-28;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;5
7743;2017-02-16;London;Haddow Camping Supplies;school equipment;sponge;4.0;262
7744;2015-02-22;Rome;Pearce Printing;school and office equipment;pen;0.99;56
7745;2016-01-05;Barcelona;Super Memorabilia;school equipment;sponge;4.0;109
7746;2016-07-05;Krakow;Grady Recycling;school equipment;blackboard;590.0;1
7747;2015-05-13;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;14
7748;2016-10-05;Berlin;Billingham Workshops;school and office equipment;pen;1.49;15
7749;2014-12-26;Rome;Khan Cabs;school and office equipment;pen;1.49;7
7750;2015-05-12;Krakow;Noakes Paper Products;school equipment;sponge;4.0;208
7751;2016-03-04;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;277
7752;2017-01-06;Krakow;Grady Recycling;school equipment;sponge;4.0;160
7753;2016-01-29;Krakow;Jeffries Logistics;school and office equipment;punch;7.5;58
7754;2015-01-29;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;11
7755;2015-12-20;Barcelona;Super Memorabilia;school and office equipment;pen;0.99;279
7756;2016-04-17;Berlin;Pringle Cycles;school equipment;chalk;5.0;27
7757;2015-03-18;Barcelona;On Time Kitchens;school equipment;sponge;4.0;133
7758;2015-11-25;Krakow;Noakes Paper Products;school equipment;sponge;4.0;51
7759;2016-03-17;Berlin;On Top Workshops;school equipment;sponge;4.0;12
7760;2016-05-18;Berlin;On Top Workshops;school and office equipment;plasticine;2.99;116
7761;2017-01-05;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;10
7762;2014-11-24;Berlin;Pringle Cycles;furniture;swivel chair;69.0;10
7763;2016-02-04;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;1
7764;2015-04-07;Warszawa;North Point Services;furniture;swivel chair;69.0;28
7765;2015-06-27;Paris;Holt Packaging;school and office equipment;pen;1.49;298
7766;2015-08-06;Berlin;On Top Workshops;furniture;desk;149.99;5
7767;2016-12-16;Barcelona;Rathbone Double Glazing;school and office equipment;punch;7.5;77
7768;2015-05-10;Krakow;Jeffries Logistics;school equipment;chalk;5.0;290
7769;2015-06-15;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;10
7770;2016-10-31;London;Haddow Camping Supplies;school and office equipment;pen;0.99;66
7771;2015-04-10;Krakow;Grady Recycling;school and office equipment;pen;0.99;38
7772;2015-02-27;Rome;Khan Cabs;school and office equipment;punch;7.5;32
7773;2016-08-02;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;1
7774;2015-04-10;Cracow;Sterling Cameras;school and office equipment;pen;0.99;116
7775;2015-09-13;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;308
7776;2016-09-24;Paris;Summit Cash & Carry;school and office equipment;punch;7.5;225
7777;2016-03-13;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;395
7778;2015-01-10;Cracow;Grange Locksmiths;furniture;desk;149.99;3
7779;2016-01-11;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;117
7780;2016-05-06;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;27
7781;2017-03-02;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;334
7782;2015-01-11;Krakow;Noakes Paper Products;school equipment;sponge;4.0;118
7783;2015-11-28;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;4
7784;2017-02-26;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;265
7785;2016-01-13;Cracow;Valley Coaches;school equipment;blackboard;590.0;1
7786;2016-12-15;Cracow;Valley Coaches;furniture;swivel chair;69.0;3
7787;2017-04-11;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;19
7788;2014-11-28;London;Newbold Accountancy Services;school equipment;blackboard;590.0;2
7789;2015-02-13;Warszawa;North Point Services;furniture;desk;149.99;22
7790;2014-12-07;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;108
7791;2014-12-13;Berlin;Pringle Cycles;school and office equipment;pen;0.99;85
7792;2016-08-27;Barcelona;On Time Kitchens;school equipment;chalk;5.0;295
7793;2015-08-21;London;Haddow Camping Supplies;school equipment;blackboard;590.0;3
7794;2015-04-14;Barcelona;On Time Kitchens;furniture;desk;149.99;13
7795;2016-02-08;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;11
7796;2015-10-08;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;3
7797;2014-11-27;Rome;Khan Cabs;school and office equipment;punch;7.5;18
7798;2016-01-08;Krakow;Grady Recycling;school equipment;blackboard;590.0;4
7799;2016-06-03;Cracow;Valley Coaches;furniture;swivel chair;69.0;12
7800;2014-11-26;Krakow;Grady Recycling;furniture;desk;149.99;10
7801;2015-12-23;Krakow;Noakes Paper Products;furniture;desk;149.99;11
7802;2016-09-30;Warszawa;North Point Services;school and office equipment;pen;0.99;168
7803;2014-11-01;Berlin;Pringle Cycles;school and office equipment;pen;0.99;137
7804;2015-03-06;Rome;Pearce Printing;furniture;desk;149.99;3
7805;2014-12-08;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;36
7806;2017-02-19;Barcelona;On Time Kitchens;school equipment;chalk;5.0;103
7807;2016-11-29;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;4
7808;2016-11-28;Krakow;Grady Recycling;furniture;desk;149.99;7
7809;2015-04-01;Barcelona;Super Memorabilia;school and office equipment;pen;0.99;236
7810;2015-04-13;Paris;Holt Packaging;school equipment;blackboard;590.0;2
7811;2014-11-24;Barcelona;Rathbone Double Glazing;school equipment;sponge;4.0;289
7812;2015-07-25;Rome;Khan Cabs;furniture;swivel chair;69.0;5
7813;2017-03-26;Warszawa;North Point Services;school equipment;blackboard;590.0;3
7814;2015-07-17;Paris;Wright Sporting Goods;furniture;desk;149.99;1
7815;2016-09-23;Warszawa;North Point Services;furniture;swivel chair;69.0;20
7816;2016-05-11;Warszawa;Salisbury Promotions;school and office equipment;pen;0.99;299
7817;2015-05-17;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;15
7818;2015-03-10;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;5
7819;2016-01-23;Paris;Holt Packaging;school equipment;chalk;5.0;75
7820;2016-01-03;Rome;Pearce Printing;furniture;desk;149.99;4
7821;2017-03-16;Barcelona;Super Memorabilia;furniture;desk;149.99;3
7822;2016-05-21;Cracow;Grange Locksmiths;school equipment;blackboard;590.0;1
7823;2016-07-04;Barcelona;On Time Kitchens;school and office equipment;plasticine;2.99;296
7824;2015-05-11;Warszawa;North Point Services;furniture;desk;149.99;17
7825;2014-10-12;Krakow;Grady Recycling;school equipment;sponge;4.0;347
7826;2015-10-26;Berlin;Pringle Cycles;school equipment;blackboard;590.0;2
7827;2015-05-31;Paris;Holt Packaging;school and office equipment;pen;0.99;159
7828;2016-10-28;Warszawa;North Point Services;furniture;desk;149.99;18
7829;2015-04-21;London;Haddow Camping Supplies;school equipment;sponge;4.0;77
7830;2015-03-31;Berlin;Billingham Workshops;school equipment;sponge;4.0;150
7831;2016-11-11;Paris;Holt Packaging;school equipment;chalk;5.0;350
7832;2014-11-28;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;489
7833;2014-11-28;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;212
7834;2016-09-30;Warszawa;North Point Services;school equipment;chalk;5.0;36
7835;2016-01-24;Rome;Khan Cabs;furniture;desk;149.99;1
7836;2016-06-06;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;44
7837;2016-09-10;Barcelona;Rathbone Double Glazing;school and office equipment;pen;0.99;133
7838;2017-04-05;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;138
7839;2014-10-18;Berlin;On Top Workshops;school and office equipment;plasticine;2.99;190
7840;2017-03-30;Berlin;Pringle Cycles;furniture;desk;149.99;6
7841;2016-01-16;Berlin;On Top Workshops;school equipment;blackboard;590.0;2
7842;2015-02-21;Rome;Khan Cabs;furniture;desk;149.99;1
7843;2015-10-03;London;Haddow Camping Supplies;school and office equipment;plasticine;2.99;158
7844;2016-05-23;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;203
7845;2015-01-02;Rome;Pearce Printing;furniture;swivel chair;69.0;3
7846;2017-03-03;London;Haddow Camping Supplies;furniture;swivel chair;69.0;9
7847;2015-10-02;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;219
7848;2015-05-28;London;Ashton Electronics;school equipment;chalk;5.0;229
7849;2016-04-21;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;291
7850;2015-02-27;London;Haddow Camping Supplies;school equipment;sponge;4.0;139
7851;2016-12-20;Berlin;Quality Boiler Repairs;school and office equipment;pen;1.49;1
7852;2015-09-19;Paris;Summit Cash & Carry;school and office equipment;plasticine;2.99;56
7853;2017-01-01;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;39
7854;2017-04-29;Cracow;Richards Textiles;furniture;swivel chair;69.0;23
7855;2016-11-04;Krakow;Grady Recycling;furniture;desk;149.99;7
7856;2015-03-05;Rome;Pearce Printing;furniture;desk;149.99;4
7857;2017-03-11;Berlin;Billingham Workshops;furniture;desk;149.99;3
7858;2015-07-13;Rome;Pearce Printing;furniture;desk;149.99;1
7859;2016-04-09;Berlin;Billingham Workshops;school and office equipment;pen;1.49;50
7860;2015-02-08;London;Newbold Accountancy Services;school equipment;sponge;4.0;188
7861;2016-02-26;Rome;Khan Cabs;furniture;swivel chair;69.0;1
7862;2015-07-22;Rome;Pearce Printing;school equipment;chalk;5.0;57
7863;2016-12-01;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;4
7864;2016-02-04;London;Newbold Accountancy Services;school equipment;sponge;4.0;61
7865;2016-01-26;Warszawa;North Point Services;school equipment;sponge;4.0;192
7866;2015-06-18;Berlin;On Top Workshops;furniture;swivel chair;69.0;13
7867;2017-04-30;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;231
7868;2016-10-24;Berlin;On Top Workshops;school and office equipment;pen;0.99;142
7869;2015-10-27;London;Ashton Electronics;school equipment;sponge;4.0;183
7870;2016-04-18;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;295
7871;2015-01-13;Berlin;On Top Workshops;school equipment;sponge;4.0;70
7872;2017-01-29;Rome;Pearce Printing;school equipment;blackboard;590.0;1
7873;2015-05-08;Berlin;Pringle Cycles;school equipment;sponge;4.0;116
7874;2015-11-09;Cracow;Richards Textiles;school and office equipment;pen;0.99;38
7875;2016-03-16;Krakow;Noakes Paper Products;furniture;desk;149.99;4
7876;2015-08-03;Krakow;Grady Recycling;school equipment;sponge;4.0;270
7877;2017-01-21;Paris;Holt Packaging;school and office equipment;plasticine;2.99;58
7878;2016-02-27;Paris;Wright Sporting Goods;furniture;desk;149.99;9
7879;2016-04-14;Rome;Pearce Printing;school equipment;blackboard;590.0;1
7880;2014-12-23;Rome;Pearce Printing;school and office equipment;pen;1.49;58
7881;2016-01-14;Rome;Khan Cabs;school equipment;blackboard;590.0;1
7882;2015-01-13;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;57
7883;2015-06-03;Rome;Khan Cabs;furniture;swivel chair;69.0;3
7884;2015-12-26;Cracow;Sterling Cameras;furniture;swivel chair;69.0;13
7885;2014-10-13;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;2
7886;2015-01-23;London;Newbold Accountancy Services;school equipment;chalk;5.0;165
7887;2015-11-14;Paris;Wright Sporting Goods;school equipment;chalk;5.0;30
7888;2016-02-22;Rome;Khan Cabs;school equipment;chalk;5.0;79
7889;2016-08-12;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;512
7890;2015-12-11;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;8
7891;2015-11-18;Krakow;Grady Recycling;school and office equipment;pen;1.49;35
7892;2017-01-20;Rome;Pearce Printing;furniture;swivel chair;69.0;2
7893;2016-02-15;Warszawa;North Point Services;school equipment;sponge;4.0;19
7894;2016-05-03;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;2
7895;2015-12-15;Barcelona;On Time Kitchens;furniture;swivel chair;69.0;2
7896;2016-10-27;Berlin;On Top Workshops;school and office equipment;plasticine;2.99;191
7897;2015-07-24;Cracow;Sterling Cameras;school and office equipment;pen;0.99;92
7898;2015-11-18;London;Newbold Accountancy Services;school and office equipment;punch;7.5;36
7899;2016-05-04;Warszawa;North Point Services;furniture;swivel chair;69.0;48
7900;2015-03-17;Rome;Khan Cabs;school and office equipment;punch;7.5;17
7901;2016-03-22;Rome;Khan Cabs;school and office equipment;pen;1.49;18
7902;2017-01-30;Paris;Wright Sporting Goods;school equipment;sponge;4.0;94
7903;2014-10-23;Warszawa;North Point Services;school equipment;chalk;5.0;442
7904;2016-10-19;Cracow;Sterling Cameras;school equipment;sponge;4.0;248
7905;2016-08-31;Paris;Holt Packaging;school and office equipment;plasticine;2.99;134
7906;2015-12-10;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;18
7907;2017-04-14;Krakow;Grady Recycling;school and office equipment;pen;0.99;168
7908;2015-01-12;Rome;Pearce Printing;school and office equipment;punch;7.5;12
7909;2015-01-27;Berlin;Quality Boiler Repairs;school and office equipment;pen;1.49;91
7910;2016-01-06;Krakow;Noakes Paper Products;school equipment;chalk;5.0;198
7911;2016-09-27;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;316
7912;2016-04-08;Cracow;Valley Coaches;furniture;desk;149.99;7
7913;2017-03-07;Cracow;Sterling Cameras;furniture;desk;149.99;3
